629.647   617.421
683.157   670.25
734.622   719.053
785.773   770.403
848.41   833.469
883.652   870.716
902.238   887.908
936.797   925.693
973.352   961.733
1045.16   1036.9
1117.9   1111.08
4274.69   4330.27
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
34
65.5914   76.0907
77.3282   90.9069
93.9217   110.662
106.836   125.115
125.085   145.423
144.358   165.01
173.665   193.693
211.992   231.278
246.916   265.436
364.493   378.323
376.41   389.203
387.521   400.412
410.388   422.503
424.849   436.74
435.026   446.571
447.266   458.11
467.954   477.756
492.999   501.787
510.392   518.115
563.892   566.102
626.41   623.757
666.494   665.155
698.206   697.788
722.292   722.76
762.681   764.072
792.364   794.401
846.149   849.13
883.349   884.738
902.03   902.213
936.491   939.797
973.048   975.734
1044.87   1050.91
1117.66   1125.08
4274.69   4342.16
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
36
99.9875   162.372
124.161   199.954
145.917   233.358
168.68   267.228
190.839   296.922
221.056   336.359
249.057   371.62
279.675   410.129
317.43   455.965
343.621   486.046
381.371   529.384
431.09   586.336
466.784   625.376
498.987   661.461
546.659   712.602
575.447   743.397
598.722   768.086
631.049   802.778
660.004   833.026
693.202   868.901
738.381   916.031
770.5   950.588
829.624   1010.88
881.237   1065.26
916.602   1103.1
933.687   1121.68
1007.88   1194.05
1058.06   1245.61
1124.67   1311.15
1186.7   1369.89
1242.07   1423.65
1307.38   1488.46
1392.7   1580.6
1483.32   1669.95
1612.95   1799.02
4260.51   4435.1
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
50
36.2418   33.8213
40.9483   49.4116
44.9606   59.5989
53.9911   82.9706
63.9988   105.134
69.3332   116.513
85.6482   148.246
102.612   178.773
126.207   218.267
144.144   246.984
175.011   293.036
199.896   328.914
206.2   337.884
212.503   346.852
219.129   355.218
225.106   364.19
250.966   398.861
257.599   407.828
300.356   463.41
335.818   508.829
389.159   574.552
414.671   606.22
461.811   658.815
492.047   693.573
521.916   727.463
553.26   763.959
577.965   791.766
594.19   810.014
613.365   830.87
637.701   856.069
656.508   878.662
673.838   896.911
693.381   918.634
712.556   937.75
730.256   958.607
754.223   986.414
779.032   1012.53
808.31   1043.09
846.775   1084.09
884.06   1124.71
932.887   1177.1
970.902   1217.88
1013.23   1261.54
1058.51   1308.59
1135.15   1391.82
1211.16   1464.94
1377.58   1632.79
1655.42   1914.27
1861.37   2119.49
4260.51   4510.16
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
35
136.681   255.577
150.126   280.126
164.519   304.681
186.433   340.701
211.173   380.001
239.062   421.495
268.222   462.456
296.429   503.952
326.865   543.289
385.82   624.669
411.861   658.542
437.902   692.415
464.585   725.204
490.001   757.986
516.363   791.317
543.048   823.565
568.784   855.805
621.216   918.66
646.953   950.9
673.65   981.517
700.029   1012.13
727.043   1042.75
778.217   1104.51
831.291   1165.73
858.311   1195.27
884.379   1225.33
963.838   1316.64
1042.02   1409.58
1124.35   1498.7
1205.72   1587.84
1285.48   1679.15
1373.48   1771.58
1512.75   1915.36
1691.87   2101.5
4260.51   4770.71
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
38
120.029   240.093
135.485   270.764
152.275   301.22
176.112   343.163
233.347   440.733
269.539   497.445
306.063   552.514
357.403   627.971
388.923   671.499
422.684   713.952
453.252   756.923
484.781   799.356
516.319   840.694
579.418   920.63
610.324   961.416
642.19   1001.66
674.385   1040.81
707.543   1078.88
802.861   1195.24
880.211   1286.78
925.681   1339.73
972.113   1392.16
1018.54   1445.66
1064.63   1500.27
1112.64   1554.34
1159.99   1610.04
1208.02   1663.56
1262   1721.69
1329.01   1792.56
1389.89   1859.18
1466.9   1944.55
1531.89   2015.27
1595.47   2083.56
1684.48   2183.55
1930.05   2441.7
2120.47   2646.22
2361.37   2894.43
4260.51   4851.13
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
33
190.325   402.121
253.656   517.815
282.545   567.774
318.1   628.251
340.321   665.063
363.654   704.503
386.986   741.316
411.43   778.129
435.874   817.571
484.761   891.194
509.203   930.636
533.649   967.448
584.759   1041.07
608.09   1077.89
634.758   1114.7
660.311   1151.51
686.979   1188.31
711.422   1225.13
783.641   1322.42
819.196   1372.38
890.306   1469.67
928.082   1519.63
963.637   1566.96
999.191   1616.91
1038.08   1664.24
1074.75   1711.57
1109.18   1761.53
1145.84   1808.86
1181.41   1856.21
1299.75   2004.45
1442.53   2187.03
1593.17   2371.43
4260.51   5636.74
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
47
56.296   104.103
72.3639   149.574
80.3977   172.311
101.487   223.467
127.597   283.149
169.776   376.933
190.865   419.563
218.984   473.562
270.2   570.189
304.344   632.712
318.404   655.45
344.515   700.921
370.624   743.551
383.68   766.287
397.739   791.865
424.852   831.652
451.969   877.124
480.088   919.754
493.142   942.49
522.264   987.962
536.326   1007.86
581.516   1076.07
595.575   1098.79
610.638   1124.37
639.762   1167
655.829   1189.73
670.895   1212.48
684.952   1232.37
703.031   1257.95
738.178   1309.12
756.254   1331.84
773.326   1360.26
808.476   1408.58
827.557   1437
861.699   1482.47
895.843   1533.63
965.137   1627.4
999.282   1672.89
1034.43   1721.2
1070.58   1772.35
1105.74   1820.67
1211.17   1959.92
1317.64   2099.18
1439.14   2253.42
1625.71   2489.75
1814.09   2725.33
4260.51   5784.6
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
18
229.289   507.401
258.321   561.495
293.557   626.016
327.924   686.702
433.242   870.308
481.75   948.687
565.108   1080.87
669.214   1242.25
741.599   1347.57
812.189   1455.16
884.571   1561.25
959.629   1665.82
1033.8   1771.14
1125.65   1897.22
1245.33   2053.7
1450.42   2329.21
1672.34   2619.47
4260.51   6004.6
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
16
223.105   508.153
250.486   560.356
296.398   653.502
334.915   727.391
389.651   836.603
430.522   908.899
486.236   1010.91
552.665   1125.81
652.08   1296.89
758.505   1472.88
866.804   1648.86
977.46   1823.24
1120.22   2044.25
1343.3   2378.5
1613.27   2755.15
4260.51   6448.5
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
20
269.561   639.889
311.06   723.351
351.302   808.709
394.059   888.377
504.724   1097.03
547.481   1172.9
610.359   1286.72
654.374   1362.59
699.646   1442.26
744.918   1521.93
791.448   1603.49
836.72   1683.16
884.507   1759.03
932.294   1836.8
978.824   1914.57
1089.49   2094.78
1235.37   2331.88
1378.73   2553.81
1551.01   2806.1
4213.27   6719.3
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
12
473.966   1054.03
510.136   1127.91
603.459   1298.18
655.002   1390.56
808.717   1665.29
860.738   1756.86
913.699   1847.66
1017.29   2021.01
1213.43   2347.41
1354.61   2577.45
1568.06   2896.66
4260.51   6923.27
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
11
628.959   1413.28
755.994   1660.76
815.398   1771.6
887.597   1906.98
988.638   2096.44
1062.31   2239.94
1152.68   2400.28
1331.05   2727.67
1522.31   3067.02
1786.37   3521.12
4260.51   7865.93
+KVIDCutLine
OK:IMF_line
below
8
625.268   1432.52
755.079   1689.36
872.06   1922.54
1015.82   2195
1158.84   2486.6
1284.29   2727.4
3493.34   6860.79
4096   7988.44
+KVIDCutLine
OK:gamma_line
above
28
32.3674   22.6298
40.5809   32.6103
55.9947   48.9531
70.728   63.7322
106.388   96.5683
133.433   120.829
144.975   130.596
154.552   138.997
167.499   149.742
189.432   170.885
241.8   218.14
289.359   262.332
337.96   305.462
389.798   355.014
430.92   395.722
480.01   443.615
516.856   478.059
597.82   556.51
792.641   746.192
843.607   797.71
880.621   832.729
899.134   849.746
933.554   886.884
969.964   922.394
1041.48   996.439
1113.95   1069.5
3509.45   3479.27
4274.69   4249.06
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0603
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=98000-122093
<PARAMETER> IDTelescopes=CSI_R_L_0603
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
30
45.7354   41.5
54.4991   54.6324
64.4261   67.625
74.6834   80.5441
90.0839   98.3015
105.595   114.787
122.673   132.154
146.955   157.041
170.982   180.857
209.591   218.742
236.807   245.447
295.411   302.496
341.482   346.553
415.444   418.286
466.031   468.227
502.744   503.997
538.97   539.667
575.488   576.667
610.882   612.593
643.825   644.811
675.068   675.968
699.684   700.407
738.103   738.515
772.842   771.652
821.537   819.873
859.036   859.223
892.165   892.36
952.974   955.344
1000.86   1001.52
4159.21   4047.55
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
31
53.8667   58.222
63.5602   73.1544
74.3403   88.8015
93.1861   113.39
102.308   124.972
131.93   158.565
149.249   177.968
173.626   203.913
200.527   231.765
235.472   267.784
269.215   301.819
306.729   339.98
327.362   360.471
353.5   386.277
383.532   416.199
414.304   446.12
450.603   481.87
480.278   509.457
509.981   539
539.859   569
576.595   604.667
612.744   640.667
646.298   673.667
689.331   716.147
726.6   753.012
766.861   793.605
887.549   913.417
937.68   964.959
999.685   1026.82
1088.49   1116.18
4159.21   4205.84
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
38
73.6352   93.3333
88.5746   115.333
105.727   138.667
129.888   168.667
157.554   201
192.228   239.667
218.049   268.667
237.231   289
260.839   314.333
282.418   336.667
307.686   362.667
329.449   386
352.135   409
376.849   434.333
410.97   468.667
463.166   520.333
515.546   572.333
563.315   619.333
601.125   657.667
644.269   699
680.603   735
716.568   771
757.537   811
808.801   862
876.858   930.333
974.425   1028.33
1025.88   1081
1105.93   1160.33
1182.65   1236.67
1264.36   1320
1316.92   1373.67
1366.54   1426.67
1434.96   1500
1505.23   1573.67
1620.51   1698.33
1697.97   1781
1817.86   1903.67
4273.26   4416.67
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
25
155.175   277.498
203.794   352.427
228.102   389.219
269.818   454.113
300.73   498.937
332.542   540.415
365.555   583.23
398.566   623.37
481.097   727.064
620.649   892.977
705.281   994.663
774.308   1072.94
864.641   1175.29
969.08   1294.38
1047.11   1377.33
1121.84   1456.93
1172.26   1515.14
1219.67   1560.64
1283.3   1630.2
1381.13   1730.56
1517.69   1883.09
1776.99   2156.03
1901.23   2281.82
2025.48   2414.93
4491.69   5056.96
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
39
42.1037   39.6409
45.6543   52.1286
56.8978   84.5968
65.1825   108.324
75.2424   132.05
102.463   193.24
124.359   238.196
131.46   251.933
139.153   265.669
162.823   309.376
178.801   336.849
203.063   376.81
236.794   431.756
255.138   459.229
311.947   544.146
331.475   571.619
369.94   625.316
388.285   649.043
405.446   674.018
423.79   700.243
477.641   770.174
514.922   817.627
533.266   842.603
586.84   912.114
637.596   975.441
708.428   1062.39
780.675   1149.98
850.349   1230.85
931.097   1326.32
1023.35   1430.23
1133.75   1552.65
1256.4   1685.53
1388.36   1831.63
1523.88   1975.24
1698.45   2161.31
1951.72   2429.8
2161.2   2648.33
2439.92   2946.79
4491.56   5152.12
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
28
132.111   275.952
176.47   366.181
212.244   427.15
246.587   488.116
283.79   551.523
320.995   612.489
383.956   710.039
446.919   805.146
512.741   900.256
579.995   990.487
647.249   1083.16
715.934   1175.83
786.05   1263.62
836.134   1324.59
884.785   1385.54
934.868   1446.52
983.52   1509.94
1032.17   1568.47
1119.99   1674.79
1220.67   1792.36
1310.33   1902.65
1437.34   2050.93
1544.83   2173.7
1670.9   2311.71
1844.87   2507.16
2011.94   2691.23
2190.93   2890.07
4491.69   5446.12
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
26
206.911   440.914
247.538   521.342
292.68   598.733
327.664   662.469
393.12   771.731
461.961   877.958
533.056   984.181
605.285   1087.37
680.145   1194.82
753.122   1293.76
830.99   1399.97
919.694   1517.32
1023.23   1645.37
1114   1758.23
1191.95   1858.45
1282.07   1969.78
1360.82   2066.79
1569.41   2313.08
1680.96   2445.87
1840.01   2627.22
2015.36   2826.78
2163.81   2993.08
2359.54   3206.95
2488.4   3352.06
2669.26   3553.23
4442.86   5526.02
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
24
233.822   524.963
261.983   587.077
291.656   648.186
330.457   723.489
366.836   792.603
427.403   904.502
487.248   1007.64
570.919   1146.59
639.699   1260.8
734.565   1414.07
853.969   1596.55
929.814   1713.03
1018.36   1843.89
1120.68   1990.26
1240.74   2168.09
1336.93   2301.98
1402.54   2392.13
1499.35   2522.02
1616.91   2674.84
1735.75   2832.85
1858.54   2998.01
1985.57   3162.51
2181.57   3403.14
4515.9   6368.08
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
34
144.733   338.301
182.533   426.463
197.646   460.742
227.326   528.651
261.794   605.11
302.807   688.063
390.46   858.898
443.286   958.06
490.439   1044.45
519.326   1097.88
554.97   1160.01
588.846   1217.79
638.148   1298.84
682.008   1373.08
718.241   1433.35
772.443   1520.33
825.784   1607.95
879.081   1689.4
920.009   1753.59
977.679   1843.12
1029.38   1922.41
1094.53   2017.41
1166.17   2124.46
1252.51   2247.69
1322.7   2347.54
1400.7   2459.99
1473.65   2563.71
1571.95   2700.05
1708.62   2886.73
1829.36   3052.44
1998   3276.21
2242.29   3596.55
2429.43   3844.36
4515.9   6566.51
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
18
419.922   938.369
453.142   999.875
490.978   1074.23
562.033   1200
618.786   1303.74
704.607   1452.46
788.581   1589.24
851.332   1697.57
954.686   1858.22
1096.33   2084.06
1418.86   2566.93
1626.95   2858.86
1733.08   3003.91
1910.25   3244.43
2038.24   3421.43
2135.8   3550.83
2278.52   3743.13
4394.18   6593.71
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
20
235.954   571.268
271.291   655.611
337.597   799.602
383.433   898.765
415.343   965.133
501.655   1135.25
563.1   1258.24
655.31   1431.37
762.403   1637.26
858.278   1807.42
954.998   1977.66
1050.31   2148.15
1151.44   2318.01
1273.32   2519.04
1408.41   2739.48
1551.09   2967.75
1750.13   3281.51
1898.91   3520.01
2018.94   3701
4491.29   7429.22
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
18
429.644   1032.93
474.821   1131.42
523.585   1232.32
612.516   1409.93
692.255   1566.1
769.668   1712.74
853.173   1872.7
939.536   2026.02
1002.43   2136.49
1100.5   2319.32
1227.72   2540.28
1341.31   2736.45
1474.21   2960.3
1585.32   3145.02
1708.99   3350.37
1869.31   3603.58
2092.37   3957.49
4346.42   7533.73
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
10
789.265   1781.23
866.198   1929.77
974.581   2133.54
1063.27   2296.39
1197.47   2543.97
1317.31   2758.4
1459.86   3003.98
1630.37   3288.64
1907.59   3744.53
4346.42   7755.32
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
8
921.685   2122.29
1026.5   2342.49
1137.36   2561.68
1257   2799.38
1400.79   3071.05
1581.89   3416.81
3788.45   7412.8
4096   7969.76
+KVIDCutLine
OK:IMF_line
below
6
914.226   2151.76
1042.44   2424.96
1342.13   3030.05
1481.85   3294.1
3743.82   7614.23
4096   8286.86
+KVIDCutLine
OK:gamma_line
above
17
43.1152   34.6297
60.3081   55.8664
114.691   114.368
213.189   209.597
240.268   235.66
280.131   272.994
393.33   383.586
630.274   611.157
758.342   736.164
923.904   895.188
1273.37   1237.1
1313.44   1276.02
1354.7   1315.23
1395.08   1355.59
1436.07   1395.33
1541.59   1490.34
4159.21   3847.22
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0604
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=98000-122093
<PARAMETER> IDTelescopes=CSI_R_L_0604
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
33
49.8752   47.6633
57.7998   57.7942
70.6588   73.1031
82.2468   85.7104
102.208   107.548
129.825   136.052
154.273   160.366
176.736   182.943
203.201   209.059
227.424   232.472
248.92   253.088
269.927   274.475
287.048   290.78
308.921   313.348
329.689   333.351
353.503   358.484
370.094   373.964
392.366   396.321
429.095   431.828
465.368   465.678
486.966   488.246
506.624   507.737
519.185   519.413
546.497   545.691
586.112   582.022
668.85   658.127
714.756   699.105
753.724   733.007
781.84   756.061
812.727   784.048
842.557   810.895
885.607   847.692
4231.58   3707.63
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
44
52.3156   58.1629
56.4472   63.7101
81.2495   94.3699
94.7682   110.269
107.423   124.927
118.993   138.283
139.421   161.41
170.063   194.556
189.564   215.268
225.153   251.798
264.196   290.984
298.978   325.903
318.903   345.264
339.981   367.391
358.679   386.18
399.106   426.186
426.24   453.883
456.975   485.169
497.626   525.192
524.454   551.082
546.402   571.363
570.647   595.095
591.45   615.807
618.994   643.855
639.366   662.409
672.361   693.477
705.568   724.688
729.096   747.125
744.877   761.365
760.8   776.899
776.008   790.707
787.198   800.631
802.835   815.302
816.158   828.528
838.539   849.241
865.509   873.405
897.609   903.625
934.114   935.61
966.518   963.904
992.37   985.923
1025.18   1013.81
1068.33   1050.39
1125.08   1098.51
4231.58   3732.62
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
41
60.3503   72.2052
78.2292   97.0296
109.294   137.307
116.738   146.974
143.173   177.709
177.708   219.378
224.926   269.619
251.658   296.67
277.338   323.423
318.14   364.188
336.874   383.402
353.085   399.799
374.317   420.942
399.853   447.695
415.634   462.798
444.731   493.246
475.001   524.746
514.453   564.012
543.575   593.786
581.981   631.341
602.058   652.033
634.057   680.963
672.792   718.935
699.543   746.262
718.049   764.817
731.822   778.193
763.097   807.535
791.788   834.72
814.007   855.713
838.395   877.288
867.374   905.336
888.749   925.616
916.76   950.657
948.891   979.772
974.596   1004.79
1006.86   1034.72
1080.73   1101.78
1145.06   1159.07
1234.31   1234.02
1326.69   1311.35
4231.58   3743.07
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
42
145.215   248.255
160.585   273.36
182.399   306.835
208.676   344.028
234.457   381.224
288.994   455.613
316.264   491.877
344.027   528.14
369.808   559.756
394.597   591.371
433.269   638.793
446.161   654.601
458.555   669.478
471.941   685.286
484.832   701.094
498.713   716.9
512.101   732.708
526.478   749.446
540.361   766.183
555.235   782.921
569.612   799.658
584.486   818.255
600.848   835.922
615.72   853.59
631.585   871.257
646.956   888.925
662.821   906.59
677.694   924.258
708.929   959.593
724.795   976.33
739.668   993.067
769.913   1028.4
800.65   1061.88
878.976   1148.62
973.345   1253.64
1047.68   1335.55
1103.7   1397.2
1189.02   1486.09
1306.56   1607.23
1458.86   1753.06
1567.38   1856.67
4231.58   4400.31
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
47
47.9314   59.3701
55.1085   77.7019
69.2304   111.743
85.3983   146.796
108.12   192.122
131.572   236.542
156.189   279.452
187.795   331.428
213.285   371.921
221.006   382.798
233.241   402.439
272.86   460.458
300.679   500.347
