500.585   487.715
520.594   506.49
535.206   520.086
551.514   537.343
564.396   549.65
582.43   568.707
617.744   605.507
670.189   657.285
720.63   705.117
770.763   755.445
832.153   817.256
866.694   853.762
884.91   870.612
918.781   907.645
954.609   942.967
1024.99   1016.64
1096.28   1089.34
4190.25   4244.47
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
34
64.9128   74.9494
76.416   89.4708
92.6793   108.833
105.337   122.998
123.222   142.902
142.112   162.099
170.836   190.211
208.4   227.048
242.629   260.527
357.866   371.167
369.546   381.831
380.436   392.817
402.848   414.468
417.021   428.422
426.996   438.057
438.992   449.367
459.268   468.622
483.815   492.174
500.862   508.177
553.297   555.209
614.571   611.717
653.857   652.291
684.938   684.275
708.545   708.75
748.13   749.24
777.223   778.965
829.937   832.605
866.397   867.505
884.706   884.632
918.482   921.468
954.311   956.69
1024.7   1030.37
1096.05   1103.06
4190.25   4256.12
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
36
98.6244   159.514
122.317   196.348
143.64   229.087
165.95   262.283
187.668   291.386
217.284   330.038
244.727   364.598
274.736   402.34
311.74   447.264
337.41   476.747
374.408   519.222
423.138   575.041
458.122   613.304
489.684   648.671
536.407   698.794
564.622   728.976
587.434   753.174
619.118   787.176
647.497   816.822
680.034   851.983
724.314   898.175
755.794   932.044
813.741   991.136
864.327   1044.43
898.988   1081.52
915.733   1099.73
988.45   1170.66
1037.63   1221.2
1102.92   1285.43
1163.71   1343
1217.98   1395.69
1281.99   1459.21
1365.61   1549.52
1454.43   1637.09
1581.48   1763.59
4176.35   4347.21
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
50
36.1473   33.5212
40.7601   48.8012
44.6926   58.7858
53.5433   81.6924
63.3519   103.415
68.5801   114.567
84.5705   145.669
101.197   175.588
124.322   214.296
141.902   242.442
172.155   287.577
196.545   322.742
202.723   331.533
208.901   340.323
215.395   348.522
221.253   357.316
246.598   391.297
253.099   400.085
295.006   454.561
329.762   499.076
382.041   563.491
407.046   594.529
453.248   646.077
482.882   680.144
512.157   713.359
542.877   749.129
567.09   776.383
582.992   794.268
601.786   814.709
625.637   839.406
644.07   861.55
661.055   879.435
680.209   900.726
699.003   919.462
716.351   939.904
739.841   967.157
764.156   992.754
792.851   1022.71
830.551   1062.89
867.094   1102.7
914.949   1154.05
952.208   1194.02
993.693   1236.81
1038.07   1282.92
1113.19   1364.5
1187.68   1436.16
1350.79   1600.67
1623.1   1876.55
1824.96   2077.69
4176.35   4420.78
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
35
134.588   250.864
147.765   274.924
161.872   298.991
183.35   334.294
207.597   372.812
234.931   413.48
263.511   453.626
291.157   494.296
320.987   532.85
378.769   612.611
404.292   645.81
429.814   679.009
455.966   711.145
480.877   743.275
506.714   775.943
532.868   807.549
558.092   839.147
609.48   900.752
634.705   932.35
660.871   962.358
686.725   992.362
713.202   1022.37
763.357   1082.9
815.375   1142.9
841.857   1171.86
867.407   1201.32
945.284   1290.81
1021.91   1381.9
1102.6   1469.25
1182.35   1556.61
1260.53   1646.11
1346.77   1736.7
1483.27   1877.62
1658.83   2060.05
4176.35   4676.15
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
38
118.267   235.688
133.416   265.749
149.871   295.599
173.234   336.707
229.33   432.335
264.802   487.919
300.599   541.892
350.917   615.847
381.81   658.509
414.899   700.117
444.859   742.233
475.761   783.822
506.671   824.337
568.514   902.682
598.805   942.657
630.037   982.1
661.591   1020.47
694.09   1057.78
787.511   1171.83
863.321   1261.55
907.887   1313.44
953.395   1364.83
998.898   1417.26
1044.07   1470.79
1091.13   1523.78
1137.53   1578.37
1184.61   1630.83
1237.51   1687.8
1303.19   1757.26
1362.86   1822.56
1438.34   1906.23
1502.03   1975.54
1564.35   2042.47
1651.59   2140.47
1892.27   2393.48
2078.9   2593.93
2315.01   2837.2
4176.35   4754.97
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
33
187.164   394.492
249.235   507.883
277.549   556.848
312.396   616.122
334.175   652.201
357.044   690.856
379.912   726.937
403.869   763.017
427.827   801.674
475.741   873.832
499.697   912.489
523.656   948.569
573.749   1020.73
596.616   1056.81
622.753   1092.89
647.797   1128.97
673.935   1165.04
697.891   1201.12
768.673   1296.48
803.521   1345.44
873.216   1440.8
910.24   1489.76
945.087   1536.15
979.934   1585.11
1018.05   1631.49
1053.99   1677.88
1087.73   1726.85
1123.66   1773.24
1158.53   1819.64
1274.51   1964.93
1414.45   2143.88
1562.09   2324.61
4176.35   5524.94
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
47
56.337   102.252
72.0151   146.44
79.5839   168.064
100.128   217.892
125.537   276.182
165.543   366.438
186.087   407.805
213.119   460.454
262.856   554.471
295.834   614.641
309.35   637.205
334.76   681.393
360.169   722.76
373.144   744.384
386.66   768.828
412.61   808.315
439.1   851.562
466.672   892.93
479.107   915.493
507.219   959.681
521.276   978.484
565.066   1045.24
578.582   1066.86
593.179   1092.24
621.291   1133.61
636.97   1155.24
651.567   1177.8
665.082   1196.6
682.923   1221.05
716.982   1270.88
734.282   1293.44
751.042   1320.7
785.101   1367.71
803.483   1394.98
836.461   1439.16
869.98   1488.99
937.017   1580.19
969.995   1624.38
1004.05   1671.38
1039.2   1720.27
1073.26   1767.28
1175.97   1902.66
1279.23   2036.17
1397.09   2185.65
1578.2   2415.05
1760.93   2643.51
4134.28   5611.61
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
18
225.353   497.677
253.807   550.694
288.342   613.931
322.025   673.41
425.247   853.362
472.79   930.181
554.489   1059.73
656.523   1217.9
727.468   1321.13
796.653   1426.58
867.595   1530.55
941.159   1633.04
1013.85   1736.27
1103.88   1859.84
1221.17   2013.2
1422.18   2283.23
1639.69   2567.72
4176.35   5885.48
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
16
219.292   498.414
246.128   549.578
291.126   640.87
328.877   713.289
382.524   820.328
422.581   891.185
477.187   991.166
542.294   1103.78
639.73   1271.45
744.037   1443.94
850.181   1616.42
958.635   1787.33
1098.55   2003.94
1317.2   2331.54
1581.79   2700.7
4176.35   6320.55
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
20
264.823   627.528
305.497   709.329
344.938   792.989
386.844   871.071
495.307   1075.57
537.213   1149.93
598.84   1261.49
641.979   1335.85
686.35   1413.93
730.721   1492.02
776.325   1571.95
820.696   1650.04
867.532   1724.4
914.368   1800.62
959.972   1876.84
1068.44   2053.47
1211.41   2285.85
1351.92   2503.36
1520.77   2750.63
4130.05   6585.96
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
12
465.161   1033.43
500.611   1105.84
592.077   1272.72
642.594   1363.26
793.25   1632.52
844.236   1722.27
896.143   1811.26
997.673   1981.16
1189.91   2301.07
1328.28   2526.53
1537.48   2839.39
4176.35   6785.87
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
12
510.409   1176.02
642.781   1444.14
763.035   1677
822.742   1789.42
895.647   1925.5
997.463   2116.81
1072.25   2261.76
1163.39   2423.49
1343.76   2753.83
1536.71   3096.01
1803.19   3554.55
4301.46   7942.74
+KVIDCutLine
OK:IMF_line
below
10
422.908   1014.34
468.049   1113.88
601.641   1386
761.586   1706.19
879.743   1940.88
1024.92   2216
1169.48   2509.86
1296.43   2753.43
3526.96   6927.63
4096   7992.53
+KVIDCutLine
OK:gamma_line
above
28
32.35   22.5524
40.4   32.3343
55.5071   48.3518
69.9472   62.8368
104.898   95.0195
131.404   118.797
142.717   128.37
152.103   136.604
164.792   147.135
186.289   167.857
237.615   214.172
284.227   257.484
331.861   299.756
382.668   348.322
422.971   388.22
471.084   435.16
507.197   468.919
586.55   545.808
777.494   731.716
827.446   782.208
863.723   816.531
881.868   833.209
915.603   869.608
951.288   904.411
1021.38   976.983
1092.41   1048.59
3440.24   3410.41
4190.25   4164.88
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0603
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=83000-97015 123000-127081
<PARAMETER> IDTelescopes=CSI_R_L_0603
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
31
45.5967   41.2811
54.186   54.1522
63.9154   66.8862
73.9686   79.5482
89.0626   96.9523
104.265   113.11
121.003   130.131
144.802   154.523
168.351   177.865
206.192   214.996
232.866   241.17
290.304   297.083
335.458   340.264
407.948   410.569
457.528   459.516
493.511   494.574
529.016   529.535
564.807   565.798
599.497   601.009
631.784   632.586
662.406   663.123
686.532   687.076
724.186   724.426
758.234   756.903
805.96   804.165
842.713   842.731
875.182   875.209
934.781   936.94
981.714   982.197
4077.21   3967.61
4096   3985.73
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
32
53.5662   57.6704
63.0668   72.3056
73.6323   87.6413
92.1031   111.741
101.043   123.092
130.076   156.017
147.05   175.033
170.942   200.462
197.308   227.76
231.558   263.062
264.629   296.42
301.397   333.821
321.619   353.905
347.237   379.197
376.671   408.524
406.831   437.849
442.407   472.888
471.492   499.926
500.604   528.881
529.887   558.284
565.892   593.241
601.322   628.525
634.208   660.868
676.385   702.503
712.912   738.634
752.372   778.419
870.658   895.847
919.792   946.363
980.563   1006.99
1067.6   1094.57
4077.21   4122.75
4096   4141.66
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
38
72.9413   92.0829
87.5834   113.645
104.394   136.515
128.075   165.918
155.19   197.607
189.174   235.505
214.481   263.928
233.282   283.856
256.42   308.685
277.569   330.574
302.334   356.057
323.664   378.926
345.899   401.468
370.121   426.297
403.563   459.948
454.72   510.585
506.058   561.551
552.876   607.615
589.934   645.186
632.219   685.697
667.83   720.98
703.08   756.264
743.233   795.468
793.477   845.453
860.18   912.426
955.805   1008.47
1006.24   1060.1
1084.69   1137.85
1159.89   1212.67
1239.97   1294.34
1291.48   1346.94
1340.12   1398.89
1407.18   1470.76
1476.05   1542.96
1589.03   1665.14
1664.95   1746.17
1782.46   1866.39
4188.99   4329.39
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
23
176.073   308.982
224.334   382.081
276.091   458.118
314.412   510.82
359.052   572.231
391.406   611.572
472.295   713.202
609.069   875.814
692.017   975.476
759.671   1052.2
848.206   1152.51
950.567   1269.23
1027.04   1350.53
1100.29   1428.54
1149.7   1485.6
1196.17   1530.19
1258.53   1598.37
1354.42   1696.73
1488.26   1846.22
1742.4   2113.73
1864.17   2237.02
1985.94   2367.48
4403.08   4956.93
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
39
42.0372   39.459
45.5172   51.6982
56.5369   83.5203
64.6568   106.775
74.5165   130.029
101.195   190.001
122.656   234.063
129.615   247.527
137.155   260.989
160.354   303.826
176.014   330.753
199.793   369.918
232.853   423.771
250.832   450.697
306.511   533.924
325.65   560.851
363.35   613.479
381.33   636.734
398.149   661.212
416.128   686.915
468.907   755.455
505.446   801.963
523.425   826.442
575.933   894.57
625.679   956.637
695.102   1041.86
765.911   1127.7
834.198   1206.96
913.34   1300.53
1003.76   1402.38
1111.96   1522.36
1232.17   1652.59
1361.5   1795.79
1494.33   1936.54
1665.42   2118.91
1913.65   2382.05
2118.96   2596.24
2392.14   2888.76
4402.95   5050.2
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
28
114.471   234.473
166.204   340.426
208.792   419.257
242.451   479.009
278.914   541.155
315.379   600.907
377.087   696.516
438.797   789.731
503.309   882.948
569.225   971.383
635.14   1062.21
702.458   1153.04
771.179   1239.08
820.266   1298.84
867.949   1358.57
917.036   1418.34
964.719   1480.5
1012.4   1537.86
1098.47   1642.07
1197.15   1757.3
1285.03   1865.39
1409.51   2010.72
1514.86   2131.05
1638.42   2266.31
1808.93   2457.87
1972.67   2638.28
2148.1   2833.16
4403.08   5338.35
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
27
178.522   382.35
208.905   443.319
243.383   511.574
287.627   587.425
321.915   649.893
386.068   756.981
453.539   861.094
523.22   965.203
594.011   1066.34
667.382   1171.65
738.906   1268.62
815.225   1372.72
902.163   1487.73
1003.64   1613.23
1092.6   1723.85
1169   1822.07
1257.33   1931.19
1334.51   2026.27
1538.95   2267.66
1648.28   2397.8
1804.17   2575.55
1976.03   2771.13
2121.52   2934.12
2313.36   3143.74
2439.65   3285.96
2616.91   3483.13
4355.22   5416.66
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
24
192.235   435.588
237.126   533.676
277.399   611.959
313.677   683.353
348.141   748.402
404.976   854.701
461.207   951.48
539.205   1081.58
603.901   1189.46
693.387   1333.84
805.849   1505.19
877.195   1614.66
960.635   1738.41
1056.77   1876.44
1169.84   2043.03
1260.53   2169.95
1322.21   2254.04
1413.51   2376.2
1524.15   2520.58
1636.01   2669.71
1751.5   2825.2
1871.21   2977.5
2055.63   3204.38
4252.87   5995.12
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
34
119.851   273.522
157.283   366.463
192.009   447.787
225.833   522.721
244.818   561.566
282.748   637.768
363.35   794.836
412.541   886.589
455.805   967.456
482.475   1015.67
514.479   1073.21
545.89   1126.08
591.525   1202.28
631.826   1270.71
665.607   1325.14
715.391   1406
764.582   1486.87
813.773   1561.52
851.703   1620.61
905.042   1703.03
952.455   1776.13
1012.31   1864.77
1078.69   1962.74
1158.11   2076.27
1223.3   2169.57
1295.01   2272.21
1362.58   2368.63
1453.25   2494.6
1578.9   2667.22
1690.32   2818.06
1846.19   3024.9
2071.4   3320.37
2244.46   3548.98
4169.42   6060.52
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
19
344.861   771.099
413.816   907.658
448.087   974.722
511.402   1089.04
563.099   1182.01
640.354   1317.66
716.448   1441.12
773.373   1538.67
866.892   1683.47
994.683   1887.71
1286.28   2325.15
1474.48   2588.83
1570.9   2719.91
1730.64   2936.35
1846.81   3096.39
1934.53   3213.75
2064.06   3387.51
3976.85   5964.91
4096   6125.46
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
20
228.592   550.972
262.525   631.919
326.073   769.527
369.878   865.044
400.727   929.801
483.401   1091.69
542.013   1209.87
630.857   1376.62
700.912   1504.21
784.562   1660.14
891.539   1852.65
998.036   2036.18
1091.97   2192.88
1224.38   2420.83
1353.95   2632.91
1490.92   2853.08
1682.18   3152.58
1825.32   3380.85
1940.69   3555.7
4315.41   7136.76
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
18
417.743   1005.3
461.585   1100.89
508.867   1198.7
594.833   1369.87
672.202   1521.03
746.992   1663.3
828.66   1818.91
912.047   1967.85
973.082   2074.56
1068.5   2252.4
1191.44   2468.03
1301.47   2656.98
1415.79   2859.88
1537.88   3052.67
1658.23   3252.74
1813.83   3495.05
2030.46   3837.39
4216.57   7307.48
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
10
759.188   1713.36
833.224   1855.83
937.493   2051.72
1032.77   2237
1126.01   2407.85
1282.82   2693.1
1439.43   2968.22
1635.84   3297.04
1887.78   3719.63
4175.98   7449.21
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
11
657.297   1567.08
767.352   1808.86
864.344   2007.57
980.085   2244.69
1016.04   2320.23
1125.62   2537.58
1244.05   2772.87
1386.98   3040.07
1565.98   3381.04
3750.08   7337.15
4096   7963.72
+KVIDCutLine
OK:IMF_line
below
7
644.247   1566.82
773.204   1849.41
922.166   2158.28
1316.19   2970.36
1453.13   3229.15
3670.09   7463.31
4096   8276.75
+KVIDCutLine
OK:gamma_line
above
15
43.0286   34.5475
59.8794   55.3616
113.18   112.699
209.718   206.033
236.258   231.577
275.328   268.168
386.274   376.56
618.503   599.602
784.035   767.86
949.784   936.066
1145.42   1123
1288.39   1259.42
2081.07   2015.24
4077.21   3771.27
4096   3787.8
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0604
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=83000-97015 123000-127081
<PARAMETER> IDTelescopes=CSI_R_L_0604
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
33
49.7409   47.3965
57.5078   57.3258
70.1109   72.3301
81.4683   84.6865
101.032   106.09
128.1   134.026
152.061   157.856
174.077   179.984
200.016   205.58
223.756   228.528
244.825   248.733
265.414   269.695
282.194   285.675
303.632   307.794
323.986   327.399
347.326   352.032
363.587   367.204
385.416   389.116
421.414   423.916
456.965   457.093
478.134   479.212
497.4   498.315
509.711   509.758
536.48   535.513
575.307   571.121
656.398   645.712
701.391   685.875
739.583   719.102
767.14   741.697
797.412   769.127
826.648   795.44
868.842   831.505
4148.23   3634.53
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
44
52.1327   57.6872
56.1821   63.124
80.4908   93.1737
93.7405   108.756
106.143   123.123
117.483   136.213
137.505   158.88
167.537   191.366
186.65   211.666
221.531   247.469
259.797   285.875
293.887   320.099
313.415   339.075
334.074   360.762
352.399   379.177
392.022   418.387
418.616   445.532
448.739   476.196
488.581   515.422
514.876   540.797
536.387   560.675
560.149   583.934
580.538   604.234
607.534   631.724
627.501   649.909
659.839   680.359
692.385   710.948
715.445   732.939
730.912   746.896
746.518   762.12
761.424   775.654
772.391   785.38
787.717   799.759
800.775   812.722
822.71   833.023
849.144   856.706
880.605   886.325
916.383   917.673
948.142   945.404
973.48   966.985
1005.64   994.317
1047.93   1030.17
1103.55   1077.33
4148.23   3659.02
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
41
60.0075   71.45
77.5306   95.7804
107.977   135.256
115.273   144.731
141.182   174.854
175.03   215.694
221.308   264.935
247.508   291.448
272.677   317.669
312.667   357.622
331.028   376.454
346.917   392.525
367.726   413.247
392.754   439.468
408.221   454.27
436.739   484.112
466.407   514.985
505.074   553.47
533.616   582.651
571.258   619.459
590.935   639.739
622.297   668.094
660.262   705.31
686.48   732.093
704.618   750.279
718.117   763.389
748.77   792.147
776.89   818.791
798.666   839.366
822.569   860.512
850.971   888.002
871.921   907.878
899.375   932.421
930.866   960.956
956.06   985.476
987.682   1014.81
1060.08   1080.54
1123.13   1136.69
1210.61   1210.14
1301.15   1285.94
4148.23   3669.26
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
42
143.183   243.996
158.248   268.602
179.627   301.411
205.382   337.864
230.65   374.319
284.101   447.228
310.829   482.77
338.039   518.312
363.307   549.299
387.603   580.284
425.505   626.763
438.141   642.256
450.288   656.837
463.408   672.331
476.042   687.824
489.647   703.315
502.768   718.809
516.859   735.214
530.466   751.618
545.044   768.023
559.135   784.427
573.713   802.653
589.749   819.969
604.325   837.285
619.875   854.601
634.94   871.917
650.489   889.231
665.066   906.547
695.68   941.179
711.23   957.583
725.807   973.987
755.45   1008.62
785.575   1041.43
862.343   1126.44
954.834   1229.37
1027.69   1309.65
1082.59   1370.08
1166.22   1457.2
1281.42   1575.93
1430.69   1718.86
1537.05   1820.4
4148.23   4313.43
+KVIDCsIRLLine
